,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio,address2,fax,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid
442,01864,Technology,6500.0,"Teradyne, Inc. designs, develops, manufactures, sells, and supports automatic test equipment worldwide. The company operates through Semiconductor Test, System Test, Industrial Automation, and Wireless Test segments. The Semiconductor Test segment offers products and services for wafer level and device package testing in automotive, industrial, communications, consumer, smartphones, cloud computer and electronic game, and other applications. This segment also provides FLEX test platform systems; J750 test system to address the volume semiconductor devices; Magnum platform that tests memory devices, such as flash memory and DRAM; and ETS platform for semiconductor manufacturers, and assembly and test subcontractors in the analog/mixed signal markets. It serves integrated device manufacturers that integrate the fabrication of silicon wafers into their business; fabless companies that outsource the manufacturing of silicon wafers; foundries; and semiconductor assembly and test providers. The System Test segment offers defense/aerospace test instrumentation and systems; storage test systems; and circuit-board test and inspection systems. The Industrial Automation segment provides collaborative robotic arms, autonomous mobile robots, and advanced robotic control software for manufacturing, logistics, and light industrial customers. The Wireless Test segment provides test solutions for use in the development and manufacture of wireless devices and modules, smartphones, tablets, notebooks, laptops, peripherals, and Internet-of-Things devices under the LitePoint brand name. This segment also offers IQxel products for Wi-Fi and other standards; IQxstream solution for testing GSM, EDGE, CDMA2000, TD-SCDMA, WCDMA, HSPA+, LTE, and 5G technologies; IQcell, a multi-device cellular signaling test solution; IQgig test solution; and turnkey test software for wireless chipsets. Teradyne, Inc. was incorporated in 1960 and is headquartered in North Reading, Massachusetts.",North Reading,978 370 2700,MA,United States,[],https://www.teradyne.com,1,600 Riverpark Drive,Semiconductor Equipment & Materials,0.31822002,0.23191999,0.59661,725804032,-0.13,0.28409,1052740992,84.0,buy,2206656000,417047264,104.0,97.53,-0.22,3.031,0.16588,21,103.03,5.933,0.32024,127.0,776056000,133742000,3308254976,4.963,USD,20.653,1.861,2.3,NMS,"Teradyne, Inc.","Teradyne, Inc.",America/New_York,EST,True,-18000000,EQUITY,TER,finmb_94728,us_market,,3.58,,11.251,,,5.62,,163004000,,,,13.962,3886964,0.0248,,1640908800,1.04832,767240000,4.398,,,6.9853888,0.00575,1703980800,,1664668800,2.07,1663200000,155862072,1.519896,11844915200,2,,936144000,2:1,,,,-0.285,4.805488,1665705600,84.48,,17.354094,,0.028099999,3703269,,,,93.85,95.4,93.31045,0.0042621205,0.0884,,97.54,,1371830,93.85,91.5536,0.4,95.4,,1371830,,,0.44,1661817600,,,94.45,USD,22.17599,1421092,,,,15897780224,,,1581580,94.45,99.4,800,1421092,147.94,,0.57,67.81,95.0,False,0.0053,800,97.54,,97.53,,https://logo.clearbit.com/teradyne.com,,,,,,,6797ee0d-e4e6-3451-9b6d-d0cf4ab28e88
443,78725,Consumer Cyclical,99290.0,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage. The Automotive segment offers electric vehicles, as well as sells automotive regulatory credits. It provides sedans and sport utility vehicles through direct and used vehicle sales, a network of Tesla Superchargers, and in-app upgrades; and purchase financing and leasing services. This segment is also involved in the provision of non-warranty after-sales vehicle services, sale of used vehicles, retail merchandise, and vehicle insurance, as well as sale of products to third party customers; services for electric vehicles through its company-owned service locations, and Tesla mobile service technicians; and vehicle limited warranties and extended service plans. The Energy Generation and Storage segment engages in the design, manufacture, installation, sale, and leasing of solar energy generation and energy storage products, and related services to residential, commercial, and industrial customers and utilities through its website, stores, and galleries, as well as through a network of channel partners. This segment also offers service and repairs to its energy product customers, including under warranty; and various financing options to its solar customers. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was incorporated in 2003 and is headquartered in Austin, Texas.",Austin,(512) 516-8177,TX,United States,[],https://www.tesla.com,1,13101 Tesla Road,Auto Manufacturers,0.21343,0.14947,0.26613,16030999552,0.559,0.16660999,15978000384,24.33,buy,13606000000,6495374848,300.0,133.42,0.977,1.462,0.11788,37,272.0,14.284,0.32242,436.0,21106999296,5873999872,74863001600,6.684,USD,24.151,0.953,2.3,NMS,"Tesla, Inc.","Tesla, Inc.",America/New_York,EST,True,-18000000,EQUITY,TSLA,finmb_27444752,us_market,,9.195,,43.082,,,6.16,,1004259968,,,,23.901,69086836,0.0219,,1640908800,0.44195998,11187000320,0.998,,,5.5821934,0.16434,1703980800,,1664496000,0.93,1663200000,2639660005,2.127855,688371531776,2,,1598832000,5:1,,,,1.035,1.7897807,1665705600,1.14,,21.659092,,0.026600001,63690357,,,,127.17,128.68,237.77924,,0.0,,133.51,,180303250,127.17,154.794,,128.68,,180303250,,,,,,,127.35,USD,133.68736,138858136,,,,133988360192,,,125838909,127.35,133.86,1200,138858136,384.29,,,101.81,133.8,False,,900,133.51,,133.42,,https://logo.clearbit.com/tesla.com,,,,,,,ec367bc4-f92c-397c-ac81-bf7b43cffaf7
444,75243,Technology,31000.0,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers worldwide. It operates in two segments, Analog and Embedded Processing. The Analog segment offers power products to manage power requirements in various levels using battery-management solutions, DC/DC switching regulators, AC/DC and isolated controllers and converters, power switches, linear regulators, voltage supervisors, voltage references, and lighting products. This segment also provides signal chain products that sense, condition, and measure signals to allow information to be transferred or converted for further processing and control for use in end markets, including amplifiers, data converters, interface products, motor drives, clocks, and sensing products. The Embedded Processing segment offers microcontrollers that are used in electronic equipment; digital signal processors for mathematical computations; and applications processors for specific computing activity. This segment offers products for use in various markets, such as industrial, automotive, personal electronics, communications equipment, enterprise systems, and calculators and other. The company also provides DLP products primarily for use in projectors to create high-definition images; calculators; and application-specific integrated circuits. It markets and sells its semiconductor products through direct sales and distributors, as well as through its website. Texas Instruments Incorporated was founded in 1930 and is headquartered in Dallas, Texas.",Dallas,214 479 3773,TX,United States,[],https://www.ti.com,1,12500 TI Boulevard,Semiconductors,0.57558,0.44205,0.6951,9034999808,0.129,0.53219,11621000192,127.0,hold,12376000000,4239749888,170.0,173.0,0.195,4.922,0.27227,29,172.86,54.712,0.66959,230.0,9089999872,7936999936,20189999104,9.989,USD,21.946,3.978,2.6,NMS,Texas Instruments Incorporated,Texas Instruments Incorporated,America/New_York,EST,True,-18000000,EQUITY,TXN,finmb_140283,us_market,,7.058,,12.263,,,7.84,,923526016,,,,11.011,18167692,0.0199,,1640908800,0.87839997,8897000448,6.603,,,15.711561,0.00209,1703980800,,1664496000,2.83,1663200000,908580400,0.998157,142508703744,2,,959040000,2:1,,,,0.179,7.913324,1665705600,1.69,,22.066326,,0.0199,16546355,,,,170.93,172.44,167.81094,0.022465337,0.4891,,173.59,,5490030,170.93,172.9078,3.84,172.44,,5490030,,,4.96,1666915200,,,169.7505,USD,26.20021,7569929,,,,159770001408,,,5526875,169.7505,173.96,1000,7569929,191.34,,2.46,144.46,172.79,False,0.031400003,1000,173.59,,173.0,,https://logo.clearbit.com/ti.com,,,,,,,a06516ec-4e7b-3444-b29a-1e4ac0c3f046
445,02903,Industrials,33000.0,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses. The company's Textron Aviation segment manufactures, sells, and services business jets, turboprop and piston engine aircraft, and military trainer and defense aircraft; and offers maintenance, inspection, and repair services, as well as sells commercial parts. Its Bell segment supplies military and commercial helicopters, tiltrotor aircrafts, and related spare parts and services. The company's Textron Systems segment offers unmanned aircraft systems, electronic systems and solutions, advanced marine crafts, piston aircraft engines, live military air-to-air and air-to-ship training, weapons and related components, and armored and specialty vehicles. Its Industrial segment offers blow-molded plastic fuel systems, including conventional plastic fuel tanks and pressurized fuel tanks for hybrid vehicle applications, clear-vision systems, and plastic tanks for catalytic reduction systems primarily to automobile original equipment manufacturers; and golf cars, off-road utility vehicles, recreational side-by-side and all-terrain vehicles, snowmobiles, light transportation vehicles, aviation ground support equipment, professional turf-maintenance equipment, and turf-care vehicles to golf courses and resorts, government agencies and municipalities, consumers, outdoor enthusiasts, and commercial and industrial users. The company's Finance segment provides financing services to purchase new and pre-owned aircraft and bell helicopters. It serves in the United States, Europe, Asia, Australia, and internationally. Textron Inc. was founded in 1923 and is headquartered in Providence, Rhode Island.",Providence,401 421 2800,RI,United States,[],https://www.textron.com,1,40 Westminster Street,Aerospace & Defense,0.0,0.0,0.0,,,0.0,,,none,2067000000,,,67.85,,,,,,,,,,,,,USD,55.251,,,NYQ,Textron Inc.,Textron Inc.,America/New_York,EST,True,-18000000,EQUITY,TXT,finmb_35303,us_market,,,,,,,3.77,,220424992,,,,26.543,3045708,0.014400001,,1640995200,0.88587,,1.879,,,2.5562296,0.00527,1704067200,,1664582400,2.11,1663200000,,,14266354688,2,,1188172800,2:1,,,,,,1665705600,0.69,,17.997347,,0.0199,3477047,,,,66.42,66.83,65.838,0.0012044566,0.0221,,68.14,,1399110,66.42,70.4984,0.08,66.83,,1399110,,,0.08,1662595200,,,66.64,USD,36.109634,1605728,,,,14955835392,,,1345468,66.64,70.0,900,1605728,76.11,,0.15,57.11,66.18,False,0.0011999999,1000,68.14,,67.85,,https://logo.clearbit.com/textron.com,,,,,,,5956a437-e724-3dfc-8b1c-70dc7bdeebcb
446,02451,Healthcare,130000.0,"Thermo Fisher Scientific Inc. offers life sciences solutions, analytical instruments, specialty diagnostics, and laboratory products and service worldwide. The company's Life Sciences Solutions segment offers reagents, instruments, and consumables for biological and medical research, discovery, and production of drugs and vaccines, as well as diagnosis of infections and diseases to pharmaceutical, biotechnology, agricultural, clinical, healthcare, academic, and government markets. Its Analytical Instruments segment provides instruments, consumables, software, and services for use in laboratory, on production line, and in field for pharmaceutical, biotechnology, academic, government, environmental, and other research and industrial markets, as well as clinical laboratories. The company's Specialty Diagnostics segment offers liquid, ready-to-use, and lyophilized immunodiagnostic reagent kits, as well as calibrators, controls, and calibration verification fluids; ImmunoCAP for allergy and asthma tests, and EliA for autoimmunity tests; dehydrated and prepared culture media, collection and transport systems, instrumentation, and consumables; human leukocyte antigen typing and testing for organ transplant market; and healthcare products. Its Laboratory Products and Services segment provides laboratory refrigerators and freezers, ultralow-temperature freezers, and cryopreservation storage tanks; temperature control, sample preparation and preservation, centrifugation, and biological safety cabinet products; water analysis instruments; laboratory plastics products; laboratory chemicals; and pharma services. The company offers products and services through a direct sales force, customer-service professionals, electronic commerce, third-party distributors, and catalogs. It has a strategic alliance with the University of California, San Francisco. The company was incorporated in 1956 and is based in Waltham, Massachusetts.",Waltham,781 622 1000,MA,United States,[],https://www.thermofisher.com,1,168 Third Avenue,Diagnostics & Research,0.27971,0.15921,0.44382,8124000256,0.144,0.2069,12353999872,525.0,buy,19638000000,4937999872,620.0,593.66,-0.209,1.736,0.06959,21,625.33,66.686,0.17091998,715.0,2919000064,29159999488,44167000064,7.446,USD,112.527,0.953,2.0,NYQ,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc.,America/New_York,EST,True,-18000000,EQUITY,TMO,finmb_97023,us_market,,5.02,,17.946,,,19.67,,394048000,,,,88.98,3017024,0.0077,,1640908800,0.90476,7032000000,19.873,,,6.671836,0.0038400001,1703980800,,1664582400,2.31,1663200000,391176800,0.859248,221701439488,2,,834019200,3:2,,,,-0.214,5.2965,1665705600,4.82,,30.180984,,0.0077,3141024,,,,583.86,587.0,547.7871,0.0015757203,0.0652,,595.35,,2046720,583.86,550.9046,0.92,587.0,,2046720,,,1.2,1663113600,,,583.6,USD,29.872692,2394671,,,,233930522624,,,1640640,583.6,598.88,800,2394671,618.36,,0.23,475.77,572.62,False,0.0023999999,800,595.35,,593.66,,https://logo.clearbit.com/thermofisher.com,,,,,,,5acef154-daad-3633-adc7-5292885782e9
447,01701,Consumer Cyclical,340000.0,"The TJX Companies, Inc., together with its subsidiaries, operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company sells family apparel, including footwear and accessories; home fashions, such as home basics, furniture, rugs, lighting products, giftware, soft home products, decorative accessories, tabletop, and cookware, as well as expanded pet, kids, and gourmet food departments; jewelry and accessories; and other merchandise. As of February 23, 2022, it operated 1,284 T.J. Maxx, 1,148 Marshalls, 850 HomeGoods, 59 Sierra, and 39 Homesense stores, as well as tjmaxx.com, marshalls.com, and sierra.com in the United States; 293 Winners, 147 HomeSense, and 106 Marshalls stores in Canada; 618 T.K. Maxx and 77 Homesense stores, as well as tkmaxx.com in Europe; and 68 T.K. Maxx stores in Australia. The company was incorporated in 1962 and is headquartered in Framingham, Massachusetts.",Framingham,508 390 1000,MA,United States,[],https://www.tjx.com,1,770 Cochituate Road,Apparel Retail,0.11047,0.06769,0.34605,2116843008,-0.019,0.09283,5483106816,65.0,buy,17101549000,166524256,77.5,79.54,0.078,1.166,0.10309,22,77.05,234.114,0.56935,90.0,3531212032,12634299392,49635741696,3.041,USD,41.935,0.414,1.9,NYQ,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",America/New_York,EST,True,-18000000,EQUITY,TJX,finmb_306688,us_market,,1.865,,16.887,,,2.91,,1192880000,,,,4.842,9575231,0.0082,,1643414400,0.93893,3360016896,0.07,,,16.427097,0.00092,1706486400,,1659139200,1.93,1663200000,1158510255,0.862932,92594405376,2,,1541548800,2:1,,,,0.03,1.9115596,1665705600,2.13,,27.333332,,0.0083,12037838,,,,79.41,79.15,66.7684,0.0032741465,0.3839,,79.54,,5614640,79.41,78.8694,0.26,79.15,,5614640,,,1.18,1667952000,,,78.515,USD,1136.2858,10633151,,,,94881677312,,,5569937,78.515,80.54,800,10633151,83.13,,1.35,53.69,76.85,False,0.0166,1100,79.54,,79.54,,https://logo.clearbit.com/tjx.com,,,,,,,e9ade40b-1609-3bda-a2a6-d5cc8bf6875c
448,37027,Consumer Cyclical,50000.0,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. It provides its products under the 4health, Producer's Pride, American Farmworks, Red Shed, Bit & Bridle, Redstone, Blue Mountain, Retriever, C.E. Schmidt, Ridgecut, Countyline, Royal Wing, Dumor, Strive, Groundwork, Traveller, Huskee, Treeline, JobSmart, TSC Tractor Supply Co, Paws & Claws, and Untamed brands. As of June 25, 2022, it operated 2,016 Tractor Supply stores in 49 states; and 178 Petsense stores in 23 states. The company operates its retail stores under the Tractor Supply Company, Del's Feed & Farm Supply, and Petsense names; and operates websites under the TractorSupply.com and Petsense.com names. It sells its products to recreational farmers, ranchers, and others. The company was founded in 1938 and is based in Brentwood, Tennessee.",Brentwood,615 440 4000,TN,United States,[],https://www.tractorsupply.com,1,5401 Virginia Way,Specialty Retail,0.12989001,0.07688,0.34985,893212992,0.084,0.10594,1755756032,195.0,buy,4477153000,43154624,230.0,212.07,0.077,1.484,0.11432999,27,229.0,209.09,0.52459,270.0,211240992,4058746112,13517626368,1.905,USD,120.519,0.105,2.1,NMS,Tractor Supply Company,Tractor Supply Company,America/New_York,EST,True,-18000000,EQUITY,TSCO,finmb_329501,us_market,,2.053,,15.803,,,7.7,,113815000,,,,15.947,3730136,0.0336,,1640390400,0.87611,1039180032,7.22,,,13.298427,0.00535,1703462400,,1663977600,3.02,1663200000,110219115,0.864038,27746918400,2,,1380240000,2:1,,,,0.043,1.7855759,1665705600,2.13,,27.54156,,0.0381,4273456,,,,206.86,207.32,204.1395,0.008073092,0.35650003,,213.26,,1161230,206.86,217.7504,1.67,207.32,,1161230,,,3.68,1660867200,,,206.28,USD,29.372578,1440452,,,,24136747008,,,1115406,206.28,215.64,800,1440452,241.54,,1.27,166.49,207.77,False,0.017,800,213.26,,212.07,,https://logo.clearbit.com/tractorsupply.com,,,,,,,5a3b225a-5bf8-3f65-b781-3a36388095e9
449,,Industrials,37000.0,"Trane Technologies plc, together with its subsidiaries, engages in the designing, manufacturing, selling, and servicing of solutions for heating, ventilation, air conditioning, and transport refrigeration. It offers air conditioners, exchangers, and handlers; airside and terminal devices; auxiliary power units; chillers; coils and condensers; gensets; furnaces; heat pumps; home automation products; humidifiers; hybrid and non-diesel transport refrigeration, and ice energy storage solutions; indoor air quality assessments and related products; large and light commercial unitary products; motor replacements; refrigerant reclamation products; thermostats/controls; transport heater products; variable refrigerant flow products; and water source heat pumps. The company also provides building management, control, ductless, geothermal, package heating and cooling, temporary heating and cooling, and unitary systems; bus, rail, and multi-pipe heating, ventilation, and air conditioning systems; and container, cryogenic, diesel-powered, electric-powered trailer and truck, hybrid-powered trailer, industrial, rail, self-powered truck, trailer, and vehicle-powered truck refrigeration systems, as well as aftermarket and OEM parts and supplies. In addition, it offers energy and facility management, installation and performance contracting, repair and maintenance, and rental services. It markets and sells its products under the Trane and Thermo King brands through sales offices, distributors, and dealers in the United States; and through sales and service companies with a supporting chain of distributors worldwide. The company was formerly known as Ingersoll-Rand Plc and changed its name to Trane Technologies plc in March 2020. Trane Technologies plc was founded in 1885 and is headquartered in Swords, Ireland.",Swords,353 1 870 7400,,Ireland,[],https://www.tranetechnologies.com,1,170/175 Lakeview Drive,Building Products & Equipment,0.16229,0.10064,0.30776,1071200000,0.094,0.14477,2407600128,,hold,4477100000,1032249984,,169.88,0.133,1.088,0.07447,,,84.27,0.25188,,1090200064,4836499968,14835000320,4.705,USD,62.86,0.716,3.0,NYQ,Trane Technologies plc,Trane Technologies plc,America/New_York,EST,True,-18000000,EQUITY,TT,finmb_280944,us_market,,2.658,,16.38,,,6.98,,237540000,,,,27.264,2245187,0.0097,,1640908800,0.86337996,1522899968,5.562,,,6.2309275,0.00452,1703980800,,1656547200,1.75,1663200000,230994405,1.193809,39437303808,2,,1583107200,1289:1000,,,,0.096,2.7201412,1665705600,0.99,,24.33811,,0.0097,2702789,,,,167.05,168.0,152.58235,0.013768332,0.395,,169.94,,1394700,167.05,174.4446,2.3,168.0,,1394700,,,2.68,1669852800,,,166.36,USD,30.542973,2082513,,,,40353296384,,,1282252,166.36,172.08,900,2082513,183.94,,1.71,120.64,167.96,False,0.0174,800,169.94,,169.88,,https://logo.clearbit.com/tranetechnologies.com,,Airside Business Park,,,,,df1f3edb-9115-3cb0-a1e0-4209b7a9937b
450,44114,Industrials,13300.0,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States and internationally. Its Power & Control segment offers mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, specialized pumps and valves, power conditioning devices, specialized AC/DC electric motors and generators, batteries and chargers, databus and power controls, sensor products, switches and relay panels, hoists, winches and lifting devices, and cargo loading and handling systems. This segment serves engine and power system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. The company's Airframe segment provides engineered latching and locking devices, engineered rods, engineered connectors and elastomer sealing solutions, cockpit security components and systems, cockpit displays, engineered audio, radio and antenna systems, lavatory components, seat belts and safety restraints, engineered and customized interior surfaces and related components, thermal protection and insulation products, lighting and control technology, and parachutes. This segment serves airframe manufacturers, cabin system and subsystem suppliers, airlines, third party maintenance suppliers, military buying agencies, and repair depots. Its Non-aviation segment offers seat belts and safety restraints for ground transportation applications; electro-mechanical actuators for space applications; hydraulic/electromechanical actuators and fuel valves for land-based gas turbines; refueling systems for heavy equipment used in mining, construction, and other industries; and turbine controls for the energy and oil and gas markets. This segment serves off-road vehicle and subsystem suppliers, child restraint system suppliers, and satellite and space system suppliers; and manufacturers of heavy equipment. TransDigm Group Incorporated was founded in 1993 and is based in Cleveland, Ohio.",Cleveland,216 706 2960,OH,United States,[],https://www.transdigm.com,1,The Tower at Erieview,Aerospace & Defense,0.45556,0.15564,0.56541,964000000,0.148,0.40689,2368000000,610.0,buy,2549000000,690374976,710.0,672.65,-0.244,4.693,0.06974,19,714.9,,,801.0,3811000064,19901999104,5198000128,70.269,USD,88.665,3.572,2.0,NYQ,Transdigm Group Incorporated,TransDigm Group Incorporated,America/New_York,EST,True,-18000000,EQUITY,TDG,finmb_22800180,us_market,,8.985,,19.724,,,16.92,,55248900,,,,-68.21,1866402,0.0344,,1632960000,0.96152997,762000000,6.57,,,,0.00854,1696032000,,1656720000,6.83,1663200000,53758476,1.434414,46706327552,2,,,,,,,-0.249,7.149514,1665705600,1.27,,39.75473,,0.0478,1148278,,,,660.24,664.75,595.7151,,0.0,,673.33,,354810,660.24,628.932,,664.75,,354810,,,,1660780800,,,661.08,USD,102.38204,427915,,,,37163175936,,,284814,661.08,671.7,1000,427915,691.0,,,499.63,672.65,False,,800,673.33,,672.65,,https://logo.clearbit.com/transdigm.com,,Suite 3000 1301 East 9th Street,,,,,99f11d34-7f06-32f3-858c-5ea33647e1bc
451,10017,Financial Services,30184.0,"The Travelers Companies, Inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the United states and internationally. The company operates through three segments: Business Insurance, Bond & Specialty Insurance, and Personal Insurance. The Business Insurance segment offers workers' compensation, commercial automobile and property, general liability, commercial multi-peril, employers' liability, public and product liability, professional indemnity, marine, aviation, onshore and offshore energy, construction, terrorism, personal accident, and kidnap and ransom insurance products. This segment operates through select accounts, which serve small businesses; commercial accounts that serve mid-sized businesses; national accounts, which serve large companies; and national property and other that serve large and mid-sized customers, commercial trucking industry, and agricultural businesses, as well as markets and distributes its products through brokers, wholesale agents, and program managers. The Bond & Specialty Insurance segment provides surety, fidelity, management and professional liability, and other property and casualty coverages and related risk management services through independent agencies and brokers. The Personal Insurance segment offers property and casualty insurance covering personal risks, primarily automobile and homeowners insurance to individuals through independent agencies and brokers. The Travelers Companies, Inc. was founded in 1853 and is based in New York, New York.",New York,917 778 6000,NY,United States,[],https://www.travelers.com,1,485 Lexington Avenue,Insurance—Property & Casualty,0.14383,0.09255999,0.25174,6816999936,0.057,0.12047,5215000064,155.0,hold,9475000000,12554625024,180.0,185.33,-0.279,0.338,0.02323,17,178.82,36.627,0.13873,200.0,4700000256,7290999808,36259000320,20.056,USD,151.3,0.176,2.9,NYQ,"The Travelers Companies, Inc.","The Travelers Companies, Inc.",America/New_York,EST,True,-18000000,EQUITY,TRV,finmb_392856,us_market,,1.212,,8.424,,,12.28,,246008992,,,,112.402,4160258,0.0178,,1640908800,0.85932,3331000064,11.062,,,1.6488141,0.00215,1703980800,,1664496000,3.23,1663200000,233426539,0.607221,43929903104,2,,894931200,2:1,,,,-0.314,1.2574215,1665705600,2.54,,15.09202,,0.0178,4677864,,,,184.04,184.37,172.99535,0.018474245,0.26479998,,185.45,,1479680,184.04,186.8284,3.4,184.37,,1479680,,,3.72,1670457600,,,182.03,USD,16.753752,1625540,,,,45592846336,,,1330718,182.03,195.01,800,1625540,194.45,,2.34,149.65,179.61,False,0.0211,900,185.45,,185.33,,https://logo.clearbit.com/travelers.com,,,,,,,f9648b70-41f5-3bd8-a005-3a20a688b790
452,80021,Technology,11931.0,"Trimble Inc. provides technology solutions that enable professionals and field mobile workers to enhance or transform their work processes worldwide. The company's Buildings and Infrastructure segment offers field and office software for route selection and design; systems to guide and control construction equipment; software for 3D design and data sharing; systems to monitor, track, and manage assets, equipment, and workers; software to share and communicate data; program management solutions for construction owners; 3D conceptual design and modeling software; building information modeling software; enterprise resource planning, project management, and project collaboration solutions; integrated site layout and measurement systems; cost estimating, scheduling, and project controls solutions; and applications for sub-contractors and trades. Its Geospatial segment provides surveying and geospatial products, and geographic information systems. The company's Resources and Utilities segment offers precision agriculture products and services, such as guidance and positioning systems, including autonomous steering systems, automated and variable-rate application and technology systems, and information management solutions; manual and automated navigation guidance for tractors and other farm equipment; solutions to automate application of pesticide and seeding; water solutions; and agricultural software. Its Transportation segment offers solutions for long haul trucking and freight shipper markets; mobility solutions comprising route management, safety and compliance, end-to-end vehicle management, video intelligence, and supply chain communications; and fleet and transportation management systems, analytics, routing, mapping, reporting, and predictive modeling solutions. The company was formerly known as Trimble Navigation Limited and changed its name to Trimble Inc. in October 2016. Trimble Inc. was founded in 1978 and is headquartered in Westminster, Colorado.",Westminster,720 887 6100,CO,United States,[],https://www.trimble.com,1,10368 Westmoor Drive,Scientific & Technical Instruments,0.2078,0.13758,0.58244,523500000,-0.004,0.16123,781800000,64.0,buy,2122600000,538225024,75.0,55.79,0.218,1.018,0.054619998,9,76.33,36.166,0.13387,89.0,350100000,1408499968,3762299904,1.414,USD,15.004,0.648,2.1,NMS,Trimble Inc.,Trimble Inc.,America/New_York,EST,True,-18000000,EQUITY,TRMB,finmb_126411,us_market,,4.115,,19.803,,,2.66,,251008000,,,,14.342,2420327,0.0098,,1640908800,0.96055,517600000,1.55,,,3.8899736,0.0037,1703980800,,1656633600,1.78,1663200000,246535530,1.57406,15481967616,2,,1363824000,2:1,,,,0.21,3.7221212,1665705600,2.12,,20.973684,,0.011,3681369,,,,54.2,54.24,60.8421,,0.0,,55.845,,1262310,54.2,54.9248,,54.24,,1262310,,,,,,,54.24,USD,35.99355,803179,,,,14003736576,,,1294349,54.24,56.11,800,803179,74.87,,,47.52,55.58,False,,1000,55.845,,55.79,,https://logo.clearbit.com/trimble.com,,,,,,,47c5766e-1dbb-3b0f-be79-c6b1040d7d30
